1494607.37	2779873.888	0.0043	-0.0123
1691300.444	4558483.314	0.0043	-0.0017
1847684.257	4531231.267	0.0052	-0.0034
1800180.258	4435458.376	0.0047	-0.0027
1743990.413	4356319.783	0.0063	-0.0042
1769988.316	4164619.735	0.001	-0.0112
1813002.661	4001653.578	0.006	-0.0031
1844796.846	3907839.584	0.0049	-0.0042
1825561.556	3909610.474	0.007	-0.0052
1856312.439	3868273.397	0.0061	-0.0052
1823318.48	3865793.572	0.0077	-0.0032
1676999.196	4510472.163	0.0024	-0.0034
1686363.968	4484514.504	0.0033	-0.0029
1594764.026	4478675.833	0.0044	-0.0031
1681904.597	4462106.627	0.0054	-0.0038
1654793.404	4424863.313	0.0038	-0.0007
1637619.919	4402933.329	0.006	-0.0019
1668272.514	4412060.411	0.0039	-0.0018
1691323.327	4383592.891	0.0056	-0.0038
1649345.235	4371603.456	0.0042	-0.0025
1684004.916	4355079.68	0.0038	-0.0032
1654469.599	4342717.746	0.0061	-0.0058
1610363.512	4331851.608	0.005	-0.0005
1677717.931	4269719.609	0.0042	-0.0025
1638370.528	4273199.973	0.0026	-0.0023
1712938.61	4233808.141	0.005	-0.0054
887867.2861	4146038.815	0.0084	0.0042
1105937.16	4561575.449	0.0033	0.0008
1647232.86	2799717.223	0.0022	-0.006
1657114.942	2627770.232	-0.0004	-0.0033
1566149.205	4281513.728	0.0047	-0.0007
1641187.245	4233754.549	0.0032	-0.0014
1611267.301	4227364.947	0.0039	-0.0003
1577498.631	4229667.787	0.0034	-0.0014
1624377.456	4210957.556	0.0045	-0.0001
1586042.945	4192196.349	0.0048	-0.0014
1649110.297	4169979.305	0.0072	-0.0007
1595042.57	4158181.637	0.0054	-0.0026
1694210.864	4161483.735	0.0053	-0.0022
1674125.212	4134727.068	0.005	-0.0027
1597170.478	4127806.717	0.0064	-0.0031
1632693.297	4115436.184	0.0078	-0.0049
1668675.481	4094123.331	0.0053	-0.0026
1603088.044	4110409.644	0.01	-0.0032
1636106.863	4089744.239	0.0082	-0.003
1732212.085	4082485.066	0.0051	-0.0033
1694423.918	4068047.082	0.0069	-0.004
1657179.306	4056158.659	0.0078	-0.005
1579083.959	4060838.716	0.0074	-0.0024
1697983.636	4028659.113	0.0052	-0.0021
1588631.394	4021206.529	0.0065	0.001
1691746.481	4019835.775	0.0075	-0.0068
1634996.043	4013459.555	0.0058	-0.0023
1735971.861	4009976.419	0.0068	-0.0059
1719493.317	4007682.718	0.006	-0.0036
1593969.131	3985580.027	0.0081	-0.0039
1734822.323	3984716.251	0.0046	-0.003
1688135.208	3970390.931	0.008	-0.0036
1669247.363	3957661.509	0.0057	-0.0044
1708922.041	3954954.335	0.007	-0.0047
1766994.895	3949264.135	0.0067	-0.004
1659400.36	3932511.368	0.0072	-0.0062
1708209.729	3925243.377	0.0061	-0.0049
1634720.691	3920295.532	0.0077	-0.0037
1733867.691	3902478.145	0.0067	-0.0035
1668029.527	3901789.612	0.0082	-0.0051
1803917.918	3901921.25	0.0069	-0.0033
1683094.68	3865059.518	0.0075	-0.0044
1168159.762	4676867.564	0.0041	-0.0009
1016170.013	4476548.542	0.0024	0.0015
1472750.986	4574128.906	0.0036	-0.0016
1506916.81	4512964.479	0.0038	-0.0003
1113099.54	4421196.833	0.0037	-0.0009
1169105.087	4413571.376	0.0028	-0.0004
1342746.309	4408185.879	0.003	-0.0017
1248126.352	4377091.225	0.0017	-0.0002
1132048.739	4369027.261	0.0031	-0.0025
1327943.719	4375065.617	0.0031	-0.0009
1400018.591	4351484.752	0.0047	-0.001
1170915.328	4331964.611	0.0028	-0.0004
1212500.639	4317680.438	0.0032	-0.0008
1389096.334	4315285.522	0.0036	-0.0018
1140317.802	4299206.928	0.0044	0.0009
1232124.961	4256661.341	0.0059	0.0006
1364312.461	4299032.009	0.0047	-0.0019
1299402.614	4293391.347	0.0042	0.0003
1264898.779	4275417.581	0.0057	0
1184663.809	4273778.391	0.0042	0.0008
1297562.353	4276349.875	0.0054	-0.0001
1312291.934	4262087.034	0.0041	-0.0006
1134495.093	4250641.006	0.0041	0.001
1349885.425	4225442.709	0.0065	-0.0003
1319592.635	4242585.474	0.0038	0.0015
1197938.055	4232347.887	0.0049	-0.0007
1351230.382	4195197.56	0.0084	0.0007
1503818.896	4205597.283	0.0053	-0.0011
1418037.967	4208008.183	0.0052	0.0004
1372456.085	4189533.567	0.0061	-0.0003
1243565.95	4179190.674	0.0093	0.0008
1156244.1	4188595.86	0.0083	0.0013
1485270.836	4179615.444	0.0055	-0.0008
1387444.689	4158459.79	0.0086	-0.0003
1299174.234	4168647.974	0.0094	0.0015
1134912.757	4153380.035	0.0097	0.0004
1164126.058	4145585.68	0.0105	0.0013
1537982.559	4148658.44	0.0079	-0.0004
1493990.713	4136554.247	0.0099	-0.0015
