6071.6912	-477.6393	919.0441	-576.3965
39.2829	42.7934	-0.1767	-0.1576
302.4146	-5.6863	2.474	-4.5976
496.0818	93.5551	1.2989	-0.0157
703.3724	38.4401	-0.4475	2.5141
882.9541	64.5368	0.8075	-1.2528
1093.559	84.9892	-0.1503	0.0221
1311.0885	66.8583	1.1058	-0.1287
1494.0797	0.0968	-0.4433	-3.8198
1694.4051	5.7284	-0.7602	1.9227
1901.5031	28.0496	-1.5278	-0.203
2102.6879	68.1293	-0.248	0.9277
2239.9288	32.173	-0.4004	3.2533
2487.6379	90.9179	0.6544	-0.5885
2707.7976	69.8718	3.0332	1.8094
2892.7637	33.0519	-0.3241	-1.2814
3114.8108	86.0593	1.9491	-0.7707
3326.3728	151.7237	7.5459	-1.7586
3300.2531	35.8254	2.0153	-0.7845
3536.9459	52.0179	4.2865	1.4572
3699.4398	34.0453	-0.5258	-2.1765
4103.0963	89.6002	4.8951	1.8123
4281.996	19.5807	0.064	1.1462
4398.7528	62.7166	4.1853	-0.7571
4504.8645	9.032	2.8644	2.1761
4703.5275	33.3747	10.0634	3.4486
4898.0254	31.04	-2.1055	3.1484
4803.6402	145.2117	8.4797	26.5773
5903.3899	-465.5968	912.7497	-564.338
5907.8043	-344.9355	906.0514	-565.2319
6283.0044	-454.606	960.6726	-560.4136
6273.1903	-552.1543	971.9338	-561.7301
6454.1014	-465.8738	963.2138	-562.6151
6674.0006	-497.8323	971.435	-560.9867
6863.052	-500.0666	967.8656	-560.5743
7070.9763	-477.1722	971.9466	-563.9454
7307.681	-465.5087	969.3582	-561.3627
7466.8588	-560.9855	971.9317	-564.8843
7709.1305	-509.8214	967.3589	-566.4734
7882.6524	-502.2414	972.1542	-565.3722
8053.9348	-516.3365	972.7113	-558.9162
8319.1571	-485.1536	969.8598	-558.8558
8470.0052	-556.9691	974.6336	-560.4133
8582.7738	-522.1705	967.7298	-560.8702
8670.5951	-559.8652	969.5992	-562.2578
8874.5119	-531.5208	971.1414	-565.6579
9072.416	-477.4039	972.0097	-560.9765
9419.6207	-502.1287	974.9258	-562.8702
9416.8187	-371.734	971.6626	-556.1401
9558.134	-500.2815	972.0707	-561.4349
9671.8144	-550.3296	975.7213	-556.3869
9768.8173	-454.7494	970.9335	-560.6466
9911.4056	-521.3634	970.7442	-562.1534
10082.5406	-494.5647	975.5834	-561.1383
10459.7673	-528.9041	972.3288	-558.6557
10674.8179	-555.2095	973.6091	-561.249
10880.9741	-497.6504	973.3061	-563.5979
36.2098	182.378	0.7325	-1.8581
159.7751	66.369	0.8011	-0.1532
301.0741	112.071	0.6503	1.1815
500.4128	288.9422	2.2376	1.5395
668.958	170.4007	-0.2899	-1.0772
789.8857	171.2425	2.0703	1.5867
