622316.863251	5676979.587543	2285.999999	623325.627099	5676749.734400	2773.679999	622830.044972	5675583.181463	2255.519999	622197.015304	5676729.510835	2438.399999
622316.863251	5676979.587543	2285.999999	623325.627099	5676749.734400	2773.679999	622830.044972	5675583.181463	2255.519999	622219.982389	5676390.047165	2285.999999
622316.863251	5676979.587543	2285.999999	623325.627099	5676749.734400	2773.679999	622830.044972	5675583.181463	2255.519999	622647.874422	5676419.618557	2712.719999
622316.863251	5676979.587543	2285.999999	623325.627099	5676749.734400	2773.679999	622830.044972	5675583.181463	2255.519999	622625.287047	5676040.570792	2529.839999
622316.863251	5676979.587543	2285.999999	623325.627099	5676749.734400	2773.679999	622830.044972	5675583.181463	2255.519999	622598.231090	5675529.573364	2407.919999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	622598.060305	5675533.797172	2407.919999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	622983.229356	5674864.881221	2468.879999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	622797.592173	5674544.791205	2285.999999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	622795.038463	5673924.009813	2133.599999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	622726.423157	5673382.090775	1981.199999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	623088.228083	5673490.439799	2194.559999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	622898.246496	5673174.583614	1981.199999
622829.943827	5675587.406938	2255.519999	623903.673503	5673760.945254	2407.919999	623242.505126	5672878.536993	1828.799999	622853.456435	5672828.939843	1859.279999
624482.121484	5670334.185641	1981.199999	624074.180909	5672324.677878	2133.599999	623242.505126	5672878.536993	1828.799999	623032.459774	5672664.109513	1981.199999
624482.121484	5670334.185641	1981.199999	624074.180909	5672324.677878	2133.599999	623242.505126	5672878.536993	1828.799999	623653.114174	5672069.974138	2133.599999
624482.121484	5670334.185641	1981.199999	624074.180909	5672324.677878	2133.599999	623242.505126	5672878.536993	1828.799999	623866.306789	5672037.949099	2285.999999
624482.121484	5670334.185641	1981.199999	624074.180909	5672324.677878	2133.599999	623242.505126	5672878.536993	1828.799999	624007.761580	5671710.472350	2285.999999
624482.121484	5670334.185641	1981.199999	624074.180909	5672324.677878	2133.599999	623242.505126	5672878.536993	1828.799999	624063.846891	5671397.514867	2285.999999
624482.121484	5670334.185641	1981.199999	624074.180909	5672324.677878	2133.599999	623242.505126	5672878.536993	1828.799999	624247.680205	5670790.690109	2225.039999
624482.121484	5670334.185641	1981.199999	624074.180909	5672324.677878	2133.599999	623242.505126	5672878.536993	1828.799999	624203.393304	5670287.722931	2133.599999
624482.121484	5670334.185641	1981.199999	625366.909181	5670275.025003	2468.879999	625193.169092	5669700.242160	2194.559999	624298.902380	5669933.441337	2042.159999
624482.121484	5670334.185641	1981.199999	625366.909181	5670275.025003	2468.879999	625193.169092	5669700.242160	2194.559999	624502.290521	5669663.104066	2072.639999
624482.121484	5670334.185641	1981.199999	625366.909181	5670275.025003	2468.879999	625193.169092	5669700.242160	2194.559999	624853.154058	5669430.955280	2133.599999
625520.169605	5669271.958896	2225.039999	626243.923285	5668778.651023	2590.799999	626101.333934	5668013.565268	2164.079999	625172.350229	5669121.510547	2285.999999
625520.169605	5669271.958896	2225.039999	626243.923285	5668778.651023	2590.799999	626101.333934	5668013.565268	2164.079999	625205.093781	5668880.092103	2285.999999
625520.169605	5669271.958896	2225.039999	626243.923285	5668778.651023	2590.799999	626101.333934	5668013.565268	2164.079999	625139.351941	5668525.349224	2072.639999
625520.169605	5669271.958896	2225.039999	626243.923285	5668778.651023	2590.799999	626101.333934	5668013.565268	2164.079999	625352.103861	5668365.752392	2225.039999
625520.169605	5669271.958896	2225.039999	626243.923285	5668778.651023	2590.799999	626101.333934	5668013.565268	2164.079999	625406.321839	5668116.513800	2133.599999
625520.169605	5669271.958896	2225.039999	626243.923285	5668778.651023	2590.799999	626101.333934	5668013.565268	2164.079999	625430.642206	5667730.362934	1950.719999
626883.386154	5666289.093807	2133.599999	626745.031274	5667500.889725	2468.879999	626101.333934	5668013.565268	2164.079999	625430.642206	5667730.362934	1950.719999
626883.386154	5666289.093807	2133.599999	626745.031274	5667500.889725	2468.879999	626101.333934	5668013.565268	2164.079999	625711.063120	5667440.918844	2133.599999
626883.386154	5666289.093807	2133.599999	626745.031274	5667500.889725	2468.879999	626101.333934	5668013.565268	2164.079999	625639.537105	5666996.685756	1859.279999
626883.386154	5666289.093807	2133.599999	626745.031274	5667500.889725	2468.879999	626101.333934	5668013.565268	2164.079999	625995.477584	5666875.324397	2072.639999
626883.386154	5666289.093807	2133.599999	626745.031274	5667500.889725	2468.879999	626101.333934	5668013.565268	2164.079999	625987.719724	5666568.942991	1981.199999
626883.386154	5666289.093807	2133.599999	626745.031274	5667500.889725	2468.879999	626101.333934	5668013.565268	2164.079999	626347.478050	5666464.721023	2164.079999
626883.386154	5666289.093807	2133.599999	626745.031274	5667500.889725	2468.879999	626101.333934	5668013.565268	2164.079999	626265.203351	5665952.122448	1920.239999
