0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728
50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728	50.728
100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73	100.73
150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73	150.73
200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73	200.73
250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73	250.73
300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73	300.73
350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73	350.73
400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73	400.73
450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73	450.73
500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73	500.73
550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73	550.73
600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73	600.73
650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73	650.73
700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73	700.73
750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73	750.73
800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73	800.73
850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73	850.73
